Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
448,Pascal Siakam\siakapa01,PF,23,TOR,81,5,1679,5.4,10.7,0.508,0.6,2.8,0.22,4.8,7.8,0.612,1.2,1.9,0.621,1.7,6.1,7.8,3.4,1.3,0.9,1.4,3.6,12.6
449,Xavier Silas\silasxa01,SG,30,BOS,2,0,7,0,15.4,0,0,10.3,0,0,5.1,0,0,0,,5.1,5.1,10.3,0,5.1,0,0,5.1,0
450,Ben Simmons\simmobe01,PG,21,PHI,81,81,2732,7.2,13.2,0.545,0,0.1,0,7.2,13,0.551,2.5,4.5,0.56,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9
451,Jonathon Simmons\simmojo02,SG,28,ORL,69,50,2029,6.3,13.5,0.465,1.2,3.6,0.338,5.1,9.9,0.512,3.3,4.3,0.768,1.1,3.2,4.2,3,1,0.3,2.6,3.1,17.1
452,Kobi Simmons\simmoko01,PG,20,MEM,32,12,643,4.5,10.6,0.423,0.6,2.2,0.282,3.9,8.4,0.46,1.4,1.4,1,0.8,2,2.8,3.8,1,0.3,2.5,3.4,11
453,Kyle Singler\singlky01,SF,29,OKC,12,0,59,4.3,12.8,0.333,1.2,3.1,0.4,3.1,9.8,0.313,4.3,7.9,0.538,0.6,5.5,6.1,1.2,0.6,0,1.8,2.4,14
454,Marcus Smart\smartma01,SG,23,BOS,54,11,1614,4.2,11.5,0.367,1.7,5.6,0.301,2.5,5.9,0.429,2.2,3,0.729,1,3.3,4.2,5.8,1.6,0.5,2.9,3,12.3
455,Dennis Smith\smithde03,PG,20,DAL,69,69,2049,7.1,18,0.395,1.9,6,0.313,5.2,12,0.435,2.4,3.4,0.694,0.9,3.7,4.6,6.3,1.2,0.3,3.4,2.7,18.4
456,Ish Smith\smithis01,PG,29,DET,82,35,2043,6.9,14.1,0.486,0.6,1.8,0.347,6.2,12.3,0.506,1.4,2,0.698,0.5,3.5,3.9,6.3,1.1,0.4,1.9,2.5,15.8
457,J.R. Smith\smithjr01,SG,32,CLE,80,61,2244,3.9,9.5,0.403,2.3,6.1,0.375,1.6,3.4,0.453,0.6,0.9,0.696,0.5,3.3,3.8,2.3,1.1,0.2,1.3,2.6,10.6
458,Jason Smith\smithja02,C,31,WAS,33,2,285,5.7,14.5,0.391,0.5,4,0.125,5.2,10.5,0.494,2.4,2.7,0.905,2.3,4.4,6.7,1.8,0.4,1.6,2,5.6,14.3
459,Josh Smith\smithjo03,PF,32,NOP,3,0,12,3,12,0.25,0,0,,3,12,0.25,0,0,,9,3,12,0,0,0,0,9,6
460,Tony Snell\snellto01,SG,26,MIL,75,59,2053,3.2,7.5,0.435,1.9,4.7,0.403,1.4,2.8,0.49,0.7,0.8,0.792,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2,9
461,Marreese Speights\speigma01,C,30,ORL,52,3,675,7.4,18.6,0.395,4.6,12.4,0.369,2.8,6.2,0.448,2.1,2.9,0.727,1.1,6,7.1,2.1,0.4,1.2,2.1,5.7,21.4
462,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,4.1,10.6,0.39,2.8,6.9,0.4,1.4,3.7,0.37,1.4,2,0.724,0.3,4.1,4.4,2.7,0.6,0.3,1.8,1.7,12.5
462,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,0.8,3.2,0.25,0,0.8,0,0.8,2.4,0.333,1.6,1.6,1,0,0.8,0.8,0.8,3.2,0,3.2,2.4,3.2
462,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,4.4,11.3,0.393,3,7.5,0.404,1.4,3.8,0.373,1.4,2,0.704,0.3,4.4,4.7,2.9,0.4,0.3,1.7,1.6,13.3
463,Lance Stephenson\stephla01,SG,27,IND,82,7,1850,5.9,13.8,0.427,1.3,4.5,0.289,4.6,9.3,0.495,1.6,2.5,0.661,1.2,7,8.3,4.6,0.9,0.3,2.5,3.4,14.7
464,David Stockton\stockda01,PG,26,UTA,3,0,9,8,12,0.667,8,12,0.667,0,0,,16,16,1,0,0,0,0,0,0,4,12,40
465,Julyan Stone\stoneju01,SG,29,CHO,23,0,175,1.2,2.7,0.462,1.2,2.7,0.462,0,0,,0.2,0.4,0.5,0.2,5.8,6,5.3,0.8,0.4,1.4,4.3,3.9
466,Edmond Sumner\sumneed01,PG,22,IND,1,0,2,18,18,1,0,0,,18,18,1,0,0,,0,18,18,0,0,0,0,18,36
467,Caleb Swanigan\swanica01,PF,20,POR,27,3,189,4.6,11.4,0.4,0.2,1.5,0.125,4.4,9.9,0.442,2.3,3.4,0.667,2.9,7.4,10.3,2.7,1,0.6,3.4,7,11.6
468,Jayson Tatum\tatumja01,SF,19,BOS,80,80,2438,5.9,12.3,0.475,1.6,3.6,0.434,4.3,8.8,0.492,3.1,3.8,0.826,0.7,5.2,5.9,1.9,1.2,0.9,1.7,2.5,16.4
469,Isaiah Taylor\taylois01,PG,23,ATL,67,9,1167,5,12,0.418,0.6,2.5,0.25,4.4,9.6,0.461,3.1,4.3,0.702,0.7,2.2,2.9,6.4,1,0.3,2.6,3.6,13.7
470,Jeff Teague\teaguje01,PG,29,MIN,70,70,2311,5.5,12.4,0.446,1.3,3.6,0.368,4.2,8.8,0.477,3.1,3.7,0.845,0.4,2.9,3.3,7.7,1.6,0.4,2.8,2.7,15.5
471,Marquis Teague\teaguma01,PG,24,MEM,3,0,74,1.9,7.8,0.25,0.5,1.9,0.25,1.5,5.8,0.25,1,2.4,0.4,0.5,2.4,2.9,6.3,1.9,0,1.5,2.4,5.4
472,Mirza Teletovic\teletmi01,PF,32,MIL,10,0,159,5.7,12.9,0.439,4.8,10.2,0.467,0.9,2.7,0.333,0,0,,0.7,4.5,5.2,2.3,0.9,0.2,1.6,3.2,16.1
473,Garrett Temple\templga01,SG,31,SAC,65,35,1615,4.4,10.6,0.418,2,5.1,0.392,2.5,5.6,0.442,1.3,1.7,0.769,0.5,2.9,3.4,2.8,1.3,0.6,1.8,3,12.2
474,Milos Teodosic\teodomi01,PG,30,LAC,45,36,1134,4.8,11.4,0.419,2.8,7.4,0.379,2,4.1,0.492,1.2,1.5,0.848,0.5,3.5,4,6.6,0.7,0.2,3.1,3.3,13.6
475,Jason Terry\terryja01,SG,40,MIL,51,4,814,2.6,6.8,0.383,1.8,5.1,0.348,0.8,1.7,0.487,0.4,0.4,0.889,0.2,1.9,2.1,2.6,1.9,0.6,1.1,2.3,7.3
476,Daniel Theis\theisda01,C,25,BOS,63,3,936,4.8,9,0.541,0.7,2.2,0.31,4.2,6.7,0.617,2.3,3.1,0.753,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6,12.7
477,Isaiah Thomas\thomais02,PG,28,TOT,32,15,862,6.6,17.6,0.373,2.3,7.9,0.293,4.3,9.7,0.438,4.9,5.5,0.893,0.7,2.1,2.8,6.4,0.6,0.1,4,2.4,20.3
477,Isaiah Thomas\thomais02,PG,28,CLE,15,14,406,6.2,17.2,0.361,2,7.7,0.253,4.3,9.5,0.449,5.2,6,0.868,0.6,2.1,2.7,6,0.8,0.2,3.6,2.2,19.6
477,Isaiah Thomas\thomais02,PG,28,LAL,17,1,456,6.9,17.9,0.383,2.6,8,0.327,4.3,9.9,0.429,4.6,5,0.921,0.8,2.1,2.8,6.7,0.5,0.1,4.3,2.6,20.9
478,Lance Thomas\thomala01,PF,29,NYK,73,31,1353,2.7,7.1,0.382,1.3,3.3,0.403,1.4,3.8,0.364,1.2,1.4,0.83,1.2,3.5,4.7,1.2,0.8,0.4,1.1,3.6,7.9
479,Klay Thompson\thompkl01,SG,27,GSW,73,73,2506,8.3,16.9,0.488,3.3,7.5,0.44,5,9.5,0.526,1.2,1.4,0.837,0.4,3.5,4,2.7,0.8,0.5,1.8,1.7,21
480,Tristan Thompson\thomptr01,C,26,CLE,53,22,1072,4.4,7.9,0.562,0,0,,4.4,7.9,0.562,1.4,2.7,0.544,4.2,7.6,11.8,1.1,0.5,0.6,1.2,3.4,10.3
481,Sindarius Thornwell\thornsi01,SG,23,LAC,73,17,1156,3.1,7.3,0.429,0.7,1.9,0.377,2.4,5.4,0.448,1.8,2.7,0.67,1,3.3,4.4,2.1,1.5,0.8,1.7,3.9,8.8
482,Anthony Tolliver\tollian01,PF,32,DET,79,14,1757,4.5,9.7,0.464,3.3,7.5,0.436,1.2,2.2,0.561,2.2,2.7,0.797,1,3.9,4.9,1.8,0.7,0.4,1.2,3,14.4
483,Karl-Anthony Towns\townska01,C,22,MIN,82,82,2918,7.9,14.5,0.545,1.5,3.5,0.421,6.4,10.9,0.585,4.3,5,0.858,2.9,9.5,12.5,2.5,0.8,1.4,2,3.5,21.5
484,P.J. Tucker\tuckepj01,PF,32,HOU,82,34,2281,2.7,7,0.39,1.8,4.9,0.371,0.9,2.1,0.435,0.7,0.9,0.717,1.5,5.7,7.2,1.2,1.2,0.4,1.2,3.2,7.9
485,Evan Turner\turneev01,SF,29,POR,79,40,2034,4.6,10.2,0.447,0.7,2.3,0.318,3.8,7.9,0.485,1.6,1.9,0.85,0.5,3.8,4.3,3.1,0.8,0.5,1.8,2.9,11.5
486,Myles Turner\turnemy01,C,21,IND,65,62,1836,6,12.5,0.479,1.1,3.1,0.357,4.9,9.5,0.519,3.1,4,0.777,1.8,6.4,8.2,1.7,0.7,2.3,1.9,3.6,16.2
487,Ekpe Udoh\udohek01,C,30,UTA,63,3,810,2.7,5.3,0.5,0,0,0,2.7,5.3,0.504,1.9,2.5,0.75,3,3.6,6.7,2.4,1.9,3.3,0.9,4.7,7.2
488,Tyler Ulis\ulisty01,PG,22,PHO,71,43,1658,4.6,12,0.388,0.9,3.2,0.288,3.7,8.8,0.425,1.8,2.2,0.832,0.5,2.3,2.8,6.8,1.5,0.2,2.8,2.6,12
489,Jonas Valanciunas\valanjo01,C,25,TOR,77,77,1727,8.1,14.3,0.568,0.6,1.5,0.405,7.5,12.8,0.587,3.5,4.4,0.806,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4,20.4
490,Denzel Valentine\valende01,SG,24,CHI,77,37,2095,5.2,12.4,0.417,2.5,6.4,0.386,2.7,6,0.45,0.7,0.9,0.745,0.8,5.9,6.8,4.2,1.1,0.2,1.7,3.2,13.5
491,Fred VanVleet\vanvlfr01,PG,23,TOR,76,0,1520,5.5,12.9,0.426,2.6,6.2,0.414,2.9,6.7,0.437,2,2.4,0.832,0.6,3.8,4.4,5.8,1.6,0.5,1.8,3.1,15.5
492,Rashad Vaughn\vaughra01,SG,21,TOT,28,0,212,3.9,9.5,0.411,2.4,6.3,0.378,1.5,3.2,0.474,0.7,1,0.667,0.5,3.1,3.6,2.2,0.8,0.5,1,2.5,10.9
492,Rashad Vaughn\vaughra01,SG,21,MIL,22,0,173,4.4,10.4,0.42,2.7,7.3,0.371,1.7,3.1,0.533,0.8,1.2,0.667,0.4,3.1,3.5,2.5,0.8,0.6,0.8,2.5,12.3
492,Rashad Vaughn\vaughra01,SG,21,BRK,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,9,0,0,0,9,0
492,Rashad Vaughn\vaughra01,SG,21,ORL,5,0,35,2.1,6.2,0.333,1,2.1,0.5,1,4.1,0.25,0,0,,1,3.1,4.1,0,1,0,2.1,2.1,5.1
493,Noah Vonleh\vonleno01,PF,22,TOT,54,16,875,4.3,9.6,0.444,0.8,2.7,0.303,3.5,6.9,0.5,1.5,2.4,0.621,2.9,9.9,12.8,1.4,0.8,0.7,1.3,2.8,10.9
493,Noah Vonleh\vonleno01,PF,22,POR,33,12,476,3.6,7.3,0.49,0.2,0.5,0.333,3.4,6.8,0.5,1.7,2.3,0.742,2.6,10,12.6,1,0.5,0.8,1.1,3.2,9
493,Noah Vonleh\vonleno01,PF,22,CHI,21,4,399,5.1,12.5,0.413,1.6,5.4,0.3,3.5,7,0.5,1.2,2.4,0.481,3.2,9.8,13,1.9,1.2,0.5,1.4,2.3,13.1
494,Nikola Vucevic\vucevni01,C,27,ORL,57,57,1683,8.5,18,0.475,1.4,4.4,0.314,7.2,13.6,0.527,1.6,2,0.819,2.2,9,11.2,4.1,1.2,1.3,2.3,3.1,20.1
495,Dwyane Wade\wadedw01,SG,36,TOT,67,3,1536,7,16,0.438,0.7,2.6,0.288,6.3,13.4,0.468,3.2,4.4,0.714,1.2,4.7,5.9,5.3,1.4,1.1,3.3,2.9,17.9
495,Dwyane Wade\wadedw01,SG,36,CLE,46,3,1069,6.7,14.6,0.455,0.8,2.4,0.329,5.9,12.3,0.479,3.2,4.5,0.701,1.3,4.8,6.1,5.5,1.4,1.1,3.1,2.8,17.3
495,Dwyane Wade\wadedw01,SG,36,MIA,21,0,467,7.8,19,0.409,0.7,3.2,0.22,7.1,15.9,0.447,3.2,4.2,0.745,0.8,4.6,5.5,5,1.5,1.2,3.7,3.1,19.4
496,Dion Waiters\waitedi01,SG,26,MIA,30,30,918,6.4,16.1,0.398,2,6.7,0.306,4.4,9.4,0.463,2,2.7,0.739,0.3,2.7,3,4.4,0.9,0.4,2.7,2.4,16.8
497,Kemba Walker\walkeke02,PG,27,CHO,80,80,2736,7.7,17.9,0.431,3,7.9,0.384,4.7,10,0.469,4.8,5.5,0.864,0.4,2.8,3.3,5.8,1.2,0.3,2.4,1.3,23.3
498,John Wall\walljo01,PG,27,WAS,41,41,1410,7.1,17,0.42,1.6,4.3,0.371,5.6,12.8,0.436,4.5,6.2,0.726,0.6,3.3,3.8,10,1.5,1.1,4,2,20.3
499,Tyrone Wallace\wallaty01,PG,23,LAC,30,19,851,4.7,10.4,0.445,0.4,1.7,0.25,4.2,8.8,0.483,2.6,3.3,0.782,0.9,3.6,4.4,3,1.1,0.5,1.9,3.5,12.3
500,Taurean Waller-Prince\princta02,SF,23,ATL,82,82,2464,6.1,14.2,0.426,2.6,6.7,0.385,3.5,7.6,0.461,2.2,2.6,0.844,0.7,5,5.7,3.1,1.2,0.6,2.8,2.5,16.9
501,Derrick Walton\waltode01,PG,22,MIA,16,0,147,2,6.1,0.32,1.7,4.2,0.412,0.2,2,0.125,1.5,1.5,1,0.5,3.4,3.9,3.9,1.7,0.7,0.5,1.7,7.1
502,Jameel Warney\warneja01,PF,24,DAL,3,0,27,9.3,16,0.583,0,0,,9.3,16,0.583,4,6.7,0.6,5.3,6.7,12,0,0,0,1.3,2.7,22.7
503,T.J. Warren\warretj01,SF,24,PHO,65,65,2142,8.9,17.9,0.498,0.3,1.5,0.222,8.6,16.4,0.523,3.2,4.3,0.757,2.1,3.5,5.6,1.4,1.1,0.7,1.4,2.5,21.4
504,Travis Wear\weartr01,SF,27,LAL,17,0,228,3.9,11.4,0.347,2.7,7.4,0.362,1.3,3.9,0.32,1.3,1.3,1,0,6,6,1.1,0.6,0.8,0.9,4.7,11.8
505,James Webb\webbja01,SF,24,BRK,10,0,120,1.8,7.2,0.25,1.2,5.7,0.211,0.6,1.5,0.4,0,0,,2.4,4.8,7.2,1.2,0.3,0,1.2,3,4.8
506,Briante Weber\weberbr01,PG,25,TOT,18,0,237,2.9,6.5,0.442,0.6,1.7,0.364,2.3,4.9,0.469,1.2,1.5,0.8,1.2,4.1,5.3,3.3,2.7,0.8,2.3,4.3,7.6
506,Briante Weber\weberbr01,PG,25,HOU,13,0,118,2.7,6.7,0.409,1.2,2.7,0.444,1.5,4,0.385,1.2,1.2,1,0.9,4.6,5.5,4,3.1,0.9,2.1,5.5,7.9
506,Briante Weber\weberbr01,PG,25,MEM,5,0,119,3,6.4,0.476,0,0.6,0,3,5.7,0.526,1.2,1.8,0.667,1.5,3.6,5.1,2.7,2.4,0.6,2.4,3,7.3
507,David West\westda01,C,37,GSW,73,0,999,7.8,13.6,0.571,0.1,0.3,0.375,7.7,13.3,0.576,2.2,2.8,0.759,2.3,6.3,8.6,5,1.7,2.7,2.9,4.3,17.8
508,Russell Westbrook\westbru01,PG,29,OKC,80,80,2914,9.4,20.8,0.449,1.2,4,0.298,8.2,16.8,0.485,5.2,7,0.737,1.9,8.1,9.9,10.1,1.8,0.2,4.7,2.5,25.1
509,Andrew White\whitean01,SF,24,ATL,15,0,209,4.3,12.6,0.342,3.1,8.4,0.367,1.2,4.1,0.292,0.2,0.7,0.25,0.7,5.2,5.9,1,0.5,0.2,1.4,2.1,11.9
510,Derrick White\whitede01,PG,23,SAS,17,0,139,4.1,8.5,0.485,2.1,3.4,0.615,2.1,5.2,0.4,3.6,5.2,0.7,1.3,5.4,6.7,2.3,1,0.8,1.6,2.1,14
511,Okaro White\whiteok01,PF,25,MIA,6,4,80,3.2,7.2,0.438,1.8,5,0.364,1.4,2.3,0.6,0.9,1.4,0.667,1.4,3.6,5,0.9,0.5,0.5,0.5,2.7,9
512,Isaiah Whitehead\whiteis01,PG,22,BRK,16,0,180,8,17.2,0.465,1.4,3.6,0.389,6.6,13.6,0.485,2.6,3.8,0.684,0.8,4.4,5.2,4,1.6,0.4,4.8,4.6,20
513,Hassan Whiteside\whiteha01,C,28,MIA,54,54,1364,8.2,15.3,0.54,0.1,0.1,1,8.2,15.2,0.538,3.4,4.8,0.703,4.6,11.7,16.3,1.4,1,2.5,2.4,3.5,19.9
514,Andrew Wiggins\wiggian01,SF,22,MIN,82,82,2979,6.9,15.7,0.438,1.4,4.1,0.331,5.5,11.6,0.475,2.4,3.8,0.643,1,3.3,4.3,1.9,1.1,0.6,1.7,2,17.5
515,Jacob Wiley\wileyja01,PF,23,BRK,5,0,33,1.1,4.4,0.25,1.1,2.2,0.5,0,2.2,0,1.1,2.2,0.5,2.2,9.8,12,2.2,1.1,0,0,4.4,4.4
516,Damien Wilkins\wilkida02,SF,38,IND,19,1,152,3.1,9.2,0.333,0.9,4.3,0.222,2.1,5,0.429,0.7,0.9,0.75,1.2,2.6,3.8,2.1,0.5,0.2,1.2,1.7,7.8
517,Alan Williams\willial03,PF,25,PHO,5,0,70,3.6,9.3,0.389,0,0,,3.6,9.3,0.389,3.1,4.6,0.667,1.5,9.8,11.3,4.1,2.6,0.5,3.6,6.7,10.3
518,C.J. Williams\willicj01,SG,27,LAC,38,17,707,4.4,10,0.442,1.1,4,0.282,3.3,6.1,0.546,0.7,0.8,0.813,0.6,2.2,2.9,2.2,1.6,0.7,1,3.2,10.6
519,Derrick Williams\willide02,PF,26,LAL,2,0,9,4,16,0.25,0,8,0,4,8,0.5,0,0,,0,4,4,0,0,0,0,0,8
520,Lou Williams\willilo02,SG,31,LAC,79,19,2589,8.1,18.6,0.435,2.6,7.2,0.359,5.5,11.4,0.484,6,6.8,0.88,0.6,2.2,2.8,5.8,1.2,0.3,3.3,1.5,24.8
521,Marvin Williams\willima02,PF,31,CHO,78,78,2006,4.6,10.1,0.458,2.3,5.5,0.413,2.4,4.6,0.512,1.8,2.2,0.829,1.3,5.3,6.6,1.7,1,0.7,1.2,2.1,13.4
522,Matt Williams\willima05,SG,24,MIA,3,0,11,6.5,19.6,0.333,3.3,16.4,0.2,3.3,3.3,1,0,0,,0,3.3,3.3,0,0,0,3.3,3.3,16.4
523,Troy Williams\willitr02,SF,23,TOT,21,1,307,6,12.8,0.468,1.3,4.5,0.289,4.7,8.3,0.563,2.3,3.5,0.667,2.6,4.8,7.4,1.9,2.3,0.5,2.2,4,15.6
523,Troy Williams\willitr02,SF,23,HOU,4,0,17,4.2,19.1,0.222,0,10.6,0,4.2,8.5,0.5,2.1,6.4,0.333,2.1,6.4,8.5,2.1,2.1,0,2.1,4.2,10.6
523,Troy Williams\willitr02,SF,23,NYK,17,1,290,6.1,12.4,0.49,1.4,4.1,0.333,4.7,8.3,0.567,2.4,3.4,0.704,2.6,4.7,7.3,1.9,2.4,0.5,2.2,4,15.9
524,D.J. Wilson\wilsodj01,PF,21,MIL,22,0,71,4.6,8.1,0.563,1,2.5,0.4,3.5,5.6,0.636,0.5,1,0.5,1,4.1,5.1,1.5,1.5,0.5,2,3.5,10.6
525,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,274,5,10.6,0.469,3.5,8.3,0.429,1.4,2.4,0.611,0.3,0.5,0.5,0.4,3.8,4.2,1.3,0.7,1.1,1.1,4.5,13.8
526,Justise Winslow\winslju01,PF,21,MIA,68,25,1680,4.4,10.5,0.424,1,2.8,0.38,3.4,7.7,0.44,1.4,2.2,0.635,1.4,6.5,7.9,3.2,1.2,0.7,1.6,3,11.3
527,Jeff Withey\witheje01,C,27,DAL,9,0,39,5.5,14.8,0.375,1.8,9.2,0.2,3.7,5.5,0.667,0.9,1.8,0.5,0.9,8.3,9.2,0,0,2.8,1.8,2.8,13.8
528,Nate Wolters\woltena01,PG,26,UTA,5,0,19,1.9,11.4,0.167,0,0,,1.9,11.4,0.167,0,0,,1.9,1.9,3.8,1.9,0,0,0,1.9,3.8
529,Brandan Wright\wrighbr03,PF,30,TOT,28,1,381,5.6,9.6,0.578,0,0,,5.6,9.6,0.578,2,3.1,0.636,3.1,5.9,9,1.2,1.2,2.5,0.8,3,13.1
529,Brandan Wright\wrighbr03,PF,30,MEM,27,1,366,5.6,9.7,0.576,0,0,,5.6,9.7,0.576,2.1,3.2,0.636,3.1,6,9.1,1.3,1.3,2.5,0.8,2.9,13.3
529,Brandan Wright\wrighbr03,PF,30,HOU,1,0,15,4.8,7.2,0.667,0,0,,4.8,7.2,0.667,0,0,,2.4,2.4,4.8,0,0,2.4,0,7.2,9.6
530,Delon Wright\wrighde01,PG,25,TOR,69,4,1433,5,10.9,0.465,1.4,3.8,0.366,3.6,7,0.52,2.4,2.9,0.829,1.1,3.8,5,5,1.8,0.8,2,2,13.9
531,Guerschon Yabusele\yabusgu01,PF,22,BOS,33,4,235,4,9.3,0.426,1.8,5.7,0.324,2.1,3.7,0.583,2.3,3.4,0.682,2.6,5.4,8,2.5,0.6,0.8,1.8,3.5,12.1
532,James Young\youngja01,SG,22,PHI,6,0,61,3,8.3,0.357,1.8,5.9,0.3,1.2,2.4,0.5,2.4,3.5,0.667,0,1.2,1.2,1.2,0,0,0.6,2.4,10
533,Joe Young\youngjo01,PG,25,IND,53,1,558,5.2,12,0.43,1.6,4.3,0.379,3.5,7.7,0.458,1.4,1.9,0.759,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4
534,Nick Young\youngni01,SG,32,GSW,80,8,1393,5.2,12.6,0.412,3.2,8.4,0.377,2,4.2,0.481,1.4,1.7,0.862,0.5,2.7,3.2,0.9,1,0.2,1,2.6,15
535,Thaddeus Young\youngth01,PF,29,IND,81,81,2607,5.8,11.9,0.487,0.8,2.5,0.32,5,9.4,0.531,0.8,1.3,0.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2
536,Cody Zeller\zelleco01,C,25,CHO,33,0,627,4.9,9,0.545,0.1,0.2,0.667,4.8,8.8,0.542,3.5,4.9,0.718,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4
537,Tyler Zeller\zellety01,C,28,TOT,66,34,1109,6.1,10.8,0.56,0.3,0.9,0.357,5.7,9.9,0.578,1.9,2.6,0.722,3.6,6.3,9.9,1.5,0.5,1.1,1.5,4.1,14.3
537,Tyler Zeller\zellety01,C,28,BRK,42,33,703,6.4,11.7,0.546,0.5,1.3,0.385,5.9,10.4,0.567,2,3.1,0.667,3.2,6.7,9.9,1.4,0.4,1.1,1.8,4,15.4
537,Tyler Zeller\zellety01,C,28,MIL,24,1,406,5.5,9.3,0.59,0,0.2,0,5.5,9.1,0.602,1.5,1.7,0.895,4.2,5.7,9.8,1.7,0.6,1.2,1.1,4.3,12.5
538,Paul Zipser\zipsepa01,SF,23,CHI,54,12,824,3.5,10.2,0.346,1.6,4.8,0.336,1.9,5.4,0.355,0.8,1.1,0.76,0.6,5.2,5.7,2,0.9,0.7,1.9,3.8,9.5
539,Ante Zizic\zizican01,C,21,CLE,32,2,214,8.2,11.3,0.731,0,0,,8.2,11.3,0.731,3.5,4.9,0.724,4,6.1,10.1,0.8,0.3,2.2,1.9,5,20
540,Ivica Zubac\zubaciv01,C,20,LAL,43,0,410,5.4,10.7,0.5,0,0.1,0,5.4,10.6,0.504,3.4,4.5,0.765,4,6.8,10.8,2.2,0.7,1.3,2.3,4.1,14.1